,YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCTED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE,LUNCH_COUNT_FREE_REDUCED_PCT,SCHADDR1,SCHADDR2,SCHCITY,SCHZIP,SCHLPHON,SCHLFAX,BGRADE,EGRADE,SCHTTEACH,SCHENRR,SCHENRNR,SCHTENR,ELEMENTARY_SCHOOL_FLAG,MIDDLE_SCHOOL_FLAG,JUNIOR_HIGH_SCHOOL_FLAG,HIGH_SCHOOL_FLAG,AVTS_FLAG,ALTERNATIVE_SCHOOL_FLAG,FULL_CODE,CHARTER,MAGNET,ALTERNATIVE,lat,lng
936,2019,115115,ST. LOUIS CITY,4360,CLAY ELEM.,131,138.0,*,,*,*,,,124,94.66,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15,11.45,*,3820 N 14th St.,,St. Louis ,631072928,3142319608.0,3142311660.0,PK,5,15.0,95.0,0.0,95.0,Y, , , , , ,115-115-4360,False,False,False,38.66317200412189,-90.19927903553437
937,2020,115115,ST. LOUIS CITY,4360,CLAY ELEM.,101,101.0,*,,*,*,,,98,97.03,*,*,*,*,*,*,*,*,*,*,*,*,*,*,16,15.84,*,3820 N 14th St.,,St. Louis ,631072928,3142319608.0,3142311660.0,PK,5,15.0,95.0,0.0,95.0,Y, , , , , ,115-115-4360,False,False,False,38.66317200412189,-90.19927903553437
938,2000,115115,ST. LOUIS CITY,4400,COLE ELEM.,386,359.0,*,*,,,*,*,386,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,3935 Enright Avenue,,St. Louis ,631083559,3145330894.0,3145334509.0,PK,8,29.0,298.0,0.0,298.0,Y, , , , , ,115-115-4400,False,False,False,38.6451620183164,-90.23825396329083
939,2001,115115,ST. LOUIS CITY,4400,COLE ELEM.,361,376.0,366,97.3,,,*,*,360,99.72,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,3935 Enright Avenue,,St. Louis ,631083559,3145330894.0,3145334509.0,PK,8,29.0,298.0,0.0,298.0,Y, , , , , ,115-115-4400,False,False,False,38.6451620183164,-90.23825396329083
940,2002,115115,ST. LOUIS CITY,4400,COLE ELEM.,317,345.0,*,*,,,*,*,316,99.68,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,3935 Enright Avenue,,St. Louis ,631083559,3145330894.0,3145334509.0,PK,8,29.0,298.0,0.0,298.0,Y, , , , , ,115-115-4400,False,False,False,38.6451620183164,-90.23825396329083
941,2003,115115,ST. LOUIS CITY,4400,COLE ELEM.,277,293.0,*,*,,,*,*,277,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,3935 Enright Avenue,,St. Louis ,631083559,3145330894.0,3145334509.0,PK,8,29.0,298.0,0.0,298.0,Y, , , , , ,115-115-4400,False,False,False,38.6451620183164,-90.23825396329083
942,2004,115115,ST. LOUIS CITY,4400,COLE ELEM.,239,241.0,*,*,,,*,*,239,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,3935 Enright Avenue,,St. Louis ,631083559,3145330894.0,3145334509.0,PK,8,29.0,298.0,0.0,298.0,Y, , , , , ,115-115-4400,False,False,False,38.6451620183164,-90.23825396329083
943,2005,115115,ST. LOUIS CITY,4400,COLE ELEM.,208,196.0,*,*,,,*,*,207,99.52,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,3935 Enright Avenue,,St. Louis ,631083559,3145330894.0,3145334509.0,PK,8,29.0,298.0,0.0,298.0,Y, , , , , ,115-115-4400,False,False,False,38.6451620183164,-90.23825396329083
944,2006,115115,ST. LOUIS CITY,4400,COLE ELEM.,235,228.0,218,,,,*,*,233,99.15,*,*,*,*,*,*,,,*,*,*,*,*,*,39,16.6,95.6,3935 Enright Avenue,,St. Louis ,631083559,3145330894.0,3145334509.0,PK,8,29.0,298.0,0.0,298.0,Y, , , , , ,115-115-4400,False,False,False,38.6451620183164,-90.23825396329083
945,2007,115115,ST. LOUIS CITY,4400,COLE ELEM.,263,268.0,220,,,,*,*,262,99.62,*,*,*,*,*,*,,,*,*,*,*,*,*,50,19.01,82.1,3935 Enright Avenue,,St. Louis ,631083559,3145330894.0,3145334509.0,PK,8,29.0,298.0,0.0,298.0,Y, , , , , ,115-115-4400,False,False,False,38.6451620183164,-90.23825396329083
946,2008,115115,ST. LOUIS CITY,4400,COLE ELEM.,200,197.0,171,,,,*,*,199,99.5,*,*,*,*,*,*,,,*,*,*,*,*,*,36,18,86.8,3935 Enright Avenue,,St. Louis ,631083559,3145330894.0,3145334509.0,PK,8,29.0,298.0,0.0,298.0,Y, , , , , ,115-115-4400,False,False,False,38.6451620183164,-90.23825396329083
947,2009,115115,ST. LOUIS CITY,4400,COLE ELEM.,166,168.0,135,,,,*,*,165,99.4,*,*,*,*,*,*,,,*,*,*,*,*,*,25,15.06,80.4,3935 Enright Avenue,,St. Louis ,631083559,3145330894.0,3145334509.0,PK,8,29.0,298.0,0.0,298.0,Y, , , , , ,115-115-4400,False,False,False,38.6451620183164,-90.23825396329083
948,2010,115115,ST. LOUIS CITY,4400,COLE ELEM.,158,160.0,153,,,,*,*,157,99.37,*,*,*,*,*,*,,,*,*,*,*,*,*,20,12.66,95.6,3935 Enright Avenue,,St. Louis ,631083559,3145330894.0,3145334509.0,PK,8,29.0,298.0,0.0,298.0,Y, , , , , ,115-115-4400,False,False,False,38.6451620183164,-90.23825396329083
949,2011,115115,ST. LOUIS CITY,4400,COLE ELEM.,156,151.0,*,,*,*,,,156,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,12,7.69,*,3935 Enright Avenue,,St. Louis ,631083559,3145330894.0,3145334509.0,PK,8,29.0,298.0,0.0,298.0,Y, , , , , ,115-115-4400,False,False,False,38.6451620183164,-90.23825396329083
950,2012,115115,ST. LOUIS CITY,4400,COLE ELEM.,214,234.0,218,,*,*,,,210,98.13,*,*,*,*,*,*,*,*,*,*,*,*,*,*,23,10.75,93.2,3935 Enright Avenue,,St. Louis ,631083559,3145330894.0,3145334509.0,PK,8,29.0,298.0,0.0,298.0,Y, , , , , ,115-115-4400,False,False,False,38.6451620183164,-90.23825396329083
951,2013,115115,ST. LOUIS CITY,4400,COLE ELEM.,299,314.0,292,,*,*,,,295,98.66,*,*,*,*,*,*,*,*,*,*,*,*,*,*,30,10.03,93,3935 Enright Avenue,,St. Louis ,631083559,3145330894.0,3145334509.0,PK,8,29.0,298.0,0.0,298.0,Y, , , , , ,115-115-4400,False,False,False,38.6451620183164,-90.23825396329083
952,2014,115115,ST. LOUIS CITY,4400,COLE ELEM.,339,335.0,319,,*,*,,,333,98.23,*,*,*,*,*,*,*,*,*,*,*,*,*,*,46,13.57,95.2,3935 Enright Avenue,,St. Louis ,631083559,3145330894.0,3145334509.0,PK,8,29.0,298.0,0.0,298.0,Y, , , , , ,115-115-4400,False,False,False,38.6451620183164,-90.23825396329083
953,2015,115115,ST. LOUIS CITY,4400,COLE ELEM.,382,384.0,*,,*,*,,,372,97.38,*,*,*,*,*,*,*,*,5,1.31,*,*,*,*,54,14.14,*,3935 Enright Avenue,,St. Louis ,631083559,3145330894.0,3145334509.0,PK,8,29.0,298.0,0.0,298.0,Y, , , , , ,115-115-4400,False,False,False,38.6451620183164,-90.23825396329083
954,2016,115115,ST. LOUIS CITY,4400,COLE ELEM.,352,362.0,*,,*,*,,,347,98.58,*,*,*,*,*,*,*,*,*,*,*,*,*,*,53,15.06,*,3935 Enright Avenue,,St. Louis ,631083559,3145330894.0,3145334509.0,PK,8,29.0,298.0,0.0,298.0,Y, , , , , ,115-115-4400,False,False,False,38.6451620183164,-90.23825396329083
955,2017,115115,ST. LOUIS CITY,4400,COLE ELEM.,357,374.0,*,,*,*,,,349,97.76,*,*,*,*,*,*,*,*,*,*,*,*,*,*,35,9.8,*,3935 Enright Avenue,,St. Louis ,631083559,3145330894.0,3145334509.0,PK,8,29.0,298.0,0.0,298.0,Y, , , , , ,115-115-4400,False,False,False,38.6451620183164,-90.23825396329083
956,2018,115115,ST. LOUIS CITY,4400,COLE ELEM.,353,353.0,*,,*,*,,,345,97.73,5,1.42,*,*,*,*,*,*,*,*,*,*,*,*,40,11.33,*,3935 Enright Avenue,,St. Louis ,631083559,3145330894.0,3145334509.0,PK,8,29.0,298.0,0.0,298.0,Y, , , , , ,115-115-4400,False,False,False,38.6451620183164,-90.23825396329083
957,2019,115115,ST. LOUIS CITY,4400,COLE ELEM.,336,344.0,*,,*,*,,,329,97.92,5,1.49,*,*,*,*,*,*,*,*,*,*,*,*,44,13.1,*,3935 Enright Avenue,,St. Louis ,631083559,3145330894.0,3145334509.0,PK,8,29.0,298.0,0.0,298.0,Y, , , , , ,115-115-4400,False,False,False,38.6451620183164,-90.23825396329083
958,2020,115115,ST. LOUIS CITY,4400,COLE ELEM.,280,286.0,*,,*,*,,,272,97.14,*,*,*,*,*,*,*,*,*,*,*,*,*,*,33,11.79,*,3935 Enright Avenue,,St. Louis ,631083559,3145330894.0,3145334509.0,PK,8,29.0,298.0,0.0,298.0,Y, , , , , ,115-115-4400,False,False,False,38.6451620183164,-90.23825396329083
959,2000,115115,ST. LOUIS CITY,4410,COOK ELEM.,301,311.0,*,*,,,*,*,299,99.34,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,5935 Horton Pl,,St. Louis ,63112,,,,,,,,,,,,,,,115-115-4410,False,False,False,38.66276598473209,-90.29060598942014
960,2001,115115,ST. LOUIS CITY,4410,COOK ELEM.,324,346.0,*,*,,,*,*,324,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,5935 Horton Pl,,St. Louis ,63112,,,,,,,,,,,,,,,115-115-4410,False,False,False,38.66276598473209,-90.29060598942014
961,2002,115115,ST. LOUIS CITY,4410,COOK ELEM.,314,321.0,*,*,,,*,*,314,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,5935 Horton Pl,,St. Louis ,63112,,,,,,,,,,,,,,,115-115-4410,False,False,False,38.66276598473209,-90.29060598942014
962,2003,115115,ST. LOUIS CITY,4410,COOK ELEM.,249,249.0,*,*,,,*,*,249,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,5935 Horton Pl,,St. Louis ,63112,,,,,,,,,,,,,,,115-115-4410,False,False,False,38.66276598473209,-90.29060598942014
963,2000,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,311,317.0,*,*,,,*,*,308,99.04,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,3120 St. Louis Avenue,,St. Louis ,631061122,3145332750.0,3145344062.0,PK,6,19.0,184.0,0.0,184.0,Y, , , , , ,115-115-4420,False,True,False,38.65336697951582,-90.21879403396453
964,2001,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,272,285.0,*,*,,,*,*,272,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,3120 St. Louis Avenue,,St. Louis ,631061122,3145332750.0,3145344062.0,PK,6,19.0,184.0,0.0,184.0,Y, , , , , ,115-115-4420,False,True,False,38.65336697951582,-90.21879403396453
965,2002,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,241,265.0,*,*,,,*,*,241,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,3120 St. Louis Avenue,,St. Louis ,631061122,3145332750.0,3145344062.0,PK,6,19.0,184.0,0.0,184.0,Y, , , , , ,115-115-4420,False,True,False,38.65336697951582,-90.21879403396453
966,2003,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,319,340.0,326,95.9,,,*,*,318,99.69,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,3120 St. Louis Avenue,,St. Louis ,631061122,3145332750.0,3145344062.0,PK,6,19.0,184.0,0.0,184.0,Y, , , , , ,115-115-4420,False,True,False,38.65336697951582,-90.21879403396453
967,2004,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,314,320.0,*,*,,,*,*,314,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,3120 St. Louis Avenue,,St. Louis ,631061122,3145332750.0,3145344062.0,PK,6,19.0,184.0,0.0,184.0,Y, , , , , ,115-115-4420,False,True,False,38.65336697951582,-90.21879403396453
968,2005,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,344,331.0,322,97.3,,,*,*,344,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,3120 St. Louis Avenue,,St. Louis ,631061122,3145332750.0,3145344062.0,PK,6,19.0,184.0,0.0,184.0,Y, , , , , ,115-115-4420,False,True,False,38.65336697951582,-90.21879403396453
969,2006,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,303,307.0,277,,,,*,*,301,99.34,*,*,*,*,*,*,,,*,*,*,*,*,*,51,16.83,90.2,3120 St. Louis Avenue,,St. Louis ,631061122,3145332750.0,3145344062.0,PK,6,19.0,184.0,0.0,184.0,Y, , , , , ,115-115-4420,False,True,False,38.65336697951582,-90.21879403396453
970,2007,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,296,289.0,253,,,,*,*,295,99.66,*,*,*,*,*,*,,,*,*,*,*,*,*,57,19.26,87.5,3120 St. Louis Avenue,,St. Louis ,631061122,3145332750.0,3145344062.0,PK,6,19.0,184.0,0.0,184.0,Y, , , , , ,115-115-4420,False,True,False,38.65336697951582,-90.21879403396453
971,2008,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,193,212.0,129,,,,*,*,193,100,*,*,*,*,*,*,,,*,*,*,*,*,*,24,12.44,60.8,3120 St. Louis Avenue,,St. Louis ,631061122,3145332750.0,3145344062.0,PK,6,19.0,184.0,0.0,184.0,Y, , , , , ,115-115-4420,False,True,False,38.65336697951582,-90.21879403396453
972,2009,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,200,191.0,143,,,,*,*,199,99.5,*,*,*,*,*,*,,,*,*,*,*,*,*,19,9.5,74.9,3120 St. Louis Avenue,,St. Louis ,631061122,3145332750.0,3145344062.0,PK,6,19.0,184.0,0.0,184.0,Y, , , , , ,115-115-4420,False,True,False,38.65336697951582,-90.21879403396453
973,2010,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,179,186.0,179,,,,*,*,178,99.44,*,*,*,*,*,*,,,*,*,*,*,*,*,20,11.17,96.2,3120 St. Louis Avenue,,St. Louis ,631061122,3145332750.0,3145344062.0,PK,6,19.0,184.0,0.0,184.0,Y, , , , , ,115-115-4420,False,True,False,38.65336697951582,-90.21879403396453
974,2011,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,185,191.0,177,,*,*,,,184,99.46,*,*,*,*,*,*,*,*,*,*,*,*,*,*,25,13.51,92.7,3120 St. Louis Avenue,,St. Louis ,631061122,3145332750.0,3145344062.0,PK,6,19.0,184.0,0.0,184.0,Y, , , , , ,115-115-4420,False,True,False,38.65336697951582,-90.21879403396453
975,2012,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,174,183.0,176,,*,*,,,174,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,28,16.09,96.2,3120 St. Louis Avenue,,St. Louis ,631061122,3145332750.0,3145344062.0,PK,6,19.0,184.0,0.0,184.0,Y, , , , , ,115-115-4420,False,True,False,38.65336697951582,-90.21879403396453
976,2013,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,198,198.0,192,,*,*,,,198,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,36,18.18,97,3120 St. Louis Avenue,,St. Louis ,631061122,3145332750.0,3145344062.0,PK,6,19.0,184.0,0.0,184.0,Y, , , , , ,115-115-4420,False,True,False,38.65336697951582,-90.21879403396453
977,2014,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,221,218.0,204,,*,*,,,220,99.55,*,*,*,*,*,*,*,*,*,*,*,*,*,*,34,15.38,93.6,3120 St. Louis Avenue,,St. Louis ,631061122,3145332750.0,3145344062.0,PK,6,19.0,184.0,0.0,184.0,Y, , , , , ,115-115-4420,False,True,False,38.65336697951582,-90.21879403396453
978,2015,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,182,186.0,*,,*,*,,,181,99.45,*,*,*,*,*,*,*,*,*,*,*,*,*,*,24,13.19,*,3120 St. Louis Avenue,,St. Louis ,631061122,3145332750.0,3145344062.0,PK,6,19.0,184.0,0.0,184.0,Y, , , , , ,115-115-4420,False,True,False,38.65336697951582,-90.21879403396453
979,2016,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,125,137.0,*,,*,*,,,125,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,18,14.4,*,3120 St. Louis Avenue,,St. Louis ,631061122,3145332750.0,3145344062.0,PK,6,19.0,184.0,0.0,184.0,Y, , , , , ,115-115-4420,False,True,False,38.65336697951582,-90.21879403396453
980,2017,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,157,184.0,*,,*,*,,,155,98.73,*,*,*,*,*,*,*,*,*,*,*,*,*,*,16,10.19,*,3120 St. Louis Avenue,,St. Louis ,631061122,3145332750.0,3145344062.0,PK,6,19.0,184.0,0.0,184.0,Y, , , , , ,115-115-4420,False,True,False,38.65336697951582,-90.21879403396453
981,2018,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,150,154.0,*,,*,*,,,150,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14,9.33,*,3120 St. Louis Avenue,,St. Louis ,631061122,3145332750.0,3145344062.0,PK,6,19.0,184.0,0.0,184.0,Y, , , , , ,115-115-4420,False,True,False,38.65336697951582,-90.21879403396453
982,2019,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,175,194.0,*,,*,*,,,173,98.86,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14,8,*,3120 St. Louis Avenue,,St. Louis ,631061122,3145332750.0,3145344062.0,PK,6,19.0,184.0,0.0,184.0,Y, , , , , ,115-115-4420,False,True,False,38.65336697951582,-90.21879403396453
983,2020,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,172,181.0,*,,*,*,,,171,99.42,*,*,*,*,*,*,*,*,*,*,*,*,*,*,13,7.56,*,3120 St. Louis Avenue,,St. Louis ,631061122,3145332750.0,3145344062.0,PK,6,19.0,184.0,0.0,184.0,Y, , , , , ,115-115-4420,False,True,False,38.65336697951582,-90.21879403396453
984,2000,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,338,325.0,*,*,,,*,*,338,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,2616 Cora Ave,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4440,False,False,False,38.66437501677515,-90.247654016245
985,2001,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,324,328.0,322,98.2,,,*,*,324,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,2616 Cora Ave,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4440,False,False,False,38.66437501677515,-90.247654016245
986,2002,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,319,306.0,*,*,,,*,*,319,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,2616 Cora Ave,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4440,False,False,False,38.66437501677515,-90.247654016245
987,2003,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,319,314.0,304,96.8,,,*,*,319,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,2616 Cora Ave,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4440,False,False,False,38.66437501677515,-90.247654016245
988,2004,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,351,357.0,340,95.2,,,*,*,351,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,2616 Cora Ave,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4440,False,False,False,38.66437501677515,-90.247654016245
989,2005,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,313,312.0,301,96.5,,,*,*,312,99.68,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,2616 Cora Ave,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4440,False,False,False,38.66437501677515,-90.247654016245
990,2006,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,305,321.0,307,,,,*,*,305,100,*,*,*,*,*,*,,,*,*,*,*,*,*,41,13.44,95.6,2616 Cora Ave,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4440,False,False,False,38.66437501677515,-90.247654016245
991,2007,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,292,293.0,265,,,,*,*,290,99.32,*,*,*,*,*,*,,,*,*,*,*,*,*,50,17.12,90.4,2616 Cora Ave,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4440,False,False,False,38.66437501677515,-90.247654016245
992,2008,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,261,246.0,200,,,,7,2.68,253,96.93,*,*,*,*,*,*,,,*,*,*,*,*,*,45,17.24,81.3,2616 Cora Ave,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4440,False,False,False,38.66437501677515,-90.247654016245
993,2009,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,205,196.0,160,,,,*,*,202,98.54,*,*,*,*,*,*,,,*,*,*,*,*,*,30,14.63,81.6,2616 Cora Ave,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4440,False,False,False,38.66437501677515,-90.247654016245
994,2010,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,204,197.0,185,,,,*,*,202,99.02,*,*,*,*,*,*,,,*,*,*,*,*,*,21,10.29,93.9,2616 Cora Ave,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4440,False,False,False,38.66437501677515,-90.247654016245
995,2011,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,178,182.0,*,,*,*,,,174,97.75,*,*,*,*,*,*,*,*,*,*,*,*,*,*,21,11.8,*,2616 Cora Ave,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4440,False,False,False,38.66437501677515,-90.247654016245
996,2012,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,166,160.0,*,,*,*,,,159,95.78,*,*,*,*,*,*,*,*,*,*,*,*,*,*,27,16.27,*,2616 Cora Ave,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4440,False,False,False,38.66437501677515,-90.247654016245
997,2013,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,175,180.0,*,,*,*,,,174,99.43,*,*,*,*,*,*,*,*,*,*,*,*,*,*,29,16.57,*,2616 Cora Ave,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4440,False,False,False,38.66437501677515,-90.247654016245
998,2014,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,216,202.0,*,,*,*,,,214,99.07,*,*,*,*,*,*,*,*,*,*,*,*,*,*,36,16.67,*,2616 Cora Ave,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4440,False,False,False,38.66437501677515,-90.247654016245
999,2015,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,235,218.0,*,,*,*,,,231,98.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,38,16.17,*,2616 Cora Ave,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4440,False,False,False,38.66437501677515,-90.247654016245
1000,2016,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,185,178.0,*,,*,*,,,184,99.46,*,*,*,*,*,*,*,*,*,*,*,*,*,*,30,16.22,*,2616 Cora Ave,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4440,False,False,False,38.66437501677515,-90.247654016245
1001,2017,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,138,139.0,*,,*,*,,,136,98.55,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15,10.87,*,2616 Cora Ave,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4440,False,False,False,38.66437501677515,-90.247654016245
1002,2000,115115,ST. LOUIS CITY,4460,CUPPLES ELEM.,225,222.0,*,*,,,*,*,225,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4908 Cote Brilliante Ave,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4460,False,False,False,38.664331011783474,-90.25790298835277
1003,2001,115115,ST. LOUIS CITY,4460,CUPPLES ELEM.,224,245.0,*,*,,,*,*,224,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4908 Cote Brilliante Ave,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4460,False,False,False,38.664331011783474,-90.25790298835277
1004,2002,115115,ST. LOUIS CITY,4460,CUPPLES ELEM.,160,180.0,*,*,,,*,*,160,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4908 Cote Brilliante Ave,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4460,False,False,False,38.664331011783474,-90.25790298835277
1005,2003,115115,ST. LOUIS CITY,4460,CUPPLES ELEM.,152,159.0,*,*,,,*,*,152,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4908 Cote Brilliante Ave,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4460,False,False,False,38.664331011783474,-90.25790298835277
1006,2000,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,393,420.0,268,63.8,,,*,*,221,56.23,10,2.54,*,*,*,*,,,150,38.17,*,*,*,*,*,*,,6747 Clayton,,St. Louis ,63139,3146454845.0,3146455926.0,PK,5,35.0,354.0,0.0,354.0,Y, , , , , ,115-115-4470,False,True,False,38.63132692675597,-90.30207573915477
1007,2001,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,393,395.0,258,65.3,,,*,*,245,62.34,11,2.8,*,*,*,*,,,119,30.28,*,*,*,*,*,*,,6747 Clayton,,St. Louis ,63139,3146454845.0,3146455926.0,PK,5,35.0,354.0,0.0,354.0,Y, , , , , ,115-115-4470,False,True,False,38.63132692675597,-90.30207573915477
