,YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,TITLE1_FLAG,TITLE1_FLAG_DESC,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCTED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE,LUNCH_COUNT_FREE_REDUCED_PCT,CTYDIST,DNAME,SCHNUM,Textbox285,SCHNAME,SCHADDR1,SCHADDR2,SCHCITY,SCHZIP,SCHLPHON,SCHLFAX,BGRADE,EGRADE,PRINLN,PRINFN,PRINMI,PRINSAL,PRINYREX,PRINTITL,SCHEMAIL,SCHTTEACH,SCHENRR,SCHENRNR,SCHTENR,DCOUNTY,DSUPAREA,HouseDistricts,SenateDistricts,CongressionalDistricts,ELEMENTARY_SCHOOL_FLAG,MIDDLE_SCHOOL_FLAG,JUNIOR_HIGH_SCHOOL_FLAG,HIGH_SCHOOL_FLAG,AVTS_FLAG,ALTERNATIVE_SCHOOL_FLAG,FULL_CODE,CHARTER
1304,2001,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,454,434.0,*,*,,,*,*,414,91.19,11,2.42,*,*,*,*,,,24,5.29,*,*,*,*,*,*,,115115.0,St. Louis City ,4920.0,Building List,Hodgen Elem. ,1616 California,,St. Louis ,631042046.0,3147712539.0,3147712418.0,PK,6,Kaiser ,Julia ,,Ms.,17.0,Prin. ,JULIA.KAISER@SLPS.ORG,23.0,192.0,0.0,192.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4920,False
1305,2002,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,359,363.0,*,*,,,*,*,352,98.05,*,*,*,*,*,*,,,6,1.67,*,*,*,*,*,*,,115115.0,St. Louis City ,4920.0,Building List,Hodgen Elem. ,1616 California,,St. Louis ,631042046.0,3147712539.0,3147712418.0,PK,6,Kaiser ,Julia ,,Ms.,17.0,Prin. ,JULIA.KAISER@SLPS.ORG,23.0,192.0,0.0,192.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4920,False
1306,2003,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,383,374.0,364,97.3,,,*,*,374,97.65,*,*,*,*,*,*,,,6,1.57,*,*,*,*,*,*,,115115.0,St. Louis City ,4920.0,Building List,Hodgen Elem. ,1616 California,,St. Louis ,631042046.0,3147712539.0,3147712418.0,PK,6,Kaiser ,Julia ,,Ms.,17.0,Prin. ,JULIA.KAISER@SLPS.ORG,23.0,192.0,0.0,192.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4920,False
1307,2004,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,T,TARGETED,354,360.0,352,97.8,,,*,*,343,96.89,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,115115.0,St. Louis City ,4920.0,Building List,Hodgen Elem. ,1616 California,,St. Louis ,631042046.0,3147712539.0,3147712418.0,PK,6,Kaiser ,Julia ,,Ms.,17.0,Prin. ,JULIA.KAISER@SLPS.ORG,23.0,192.0,0.0,192.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4920,False
1308,2005,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,294,311.0,293,94.2,,,*,*,285,96.94,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,115115.0,St. Louis City ,4920.0,Building List,Hodgen Elem. ,1616 California,,St. Louis ,631042046.0,3147712539.0,3147712418.0,PK,6,Kaiser ,Julia ,,Ms.,17.0,Prin. ,JULIA.KAISER@SLPS.ORG,23.0,192.0,0.0,192.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4920,False
1309,2006,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,282,284.0,273,,,,*,*,274,97.16,*,*,*,*,*,*,,,*,*,*,*,*,*,60,21.28,96.1,115115.0,St. Louis City ,4920.0,Building List,Hodgen Elem. ,1616 California,,St. Louis ,631042046.0,3147712539.0,3147712418.0,PK,6,Kaiser ,Julia ,,Ms.,17.0,Prin. ,JULIA.KAISER@SLPS.ORG,23.0,192.0,0.0,192.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4920,False
1310,2007,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,224,225.0,194,,,,*,*,219,97.77,*,*,*,*,*,*,,,*,*,*,*,*,*,45,20.09,86.2,115115.0,St. Louis City ,4920.0,Building List,Hodgen Elem. ,1616 California,,St. Louis ,631042046.0,3147712539.0,3147712418.0,PK,6,Kaiser ,Julia ,,Ms.,17.0,Prin. ,JULIA.KAISER@SLPS.ORG,23.0,192.0,0.0,192.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4920,False
1311,2008,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,201,195.0,159,,,,*,*,197,98.01,*,*,*,*,*,*,,,*,*,*,*,*,*,34,16.92,81.5,115115.0,St. Louis City ,4920.0,Building List,Hodgen Elem. ,1616 California,,St. Louis ,631042046.0,3147712539.0,3147712418.0,PK,6,Kaiser ,Julia ,,Ms.,17.0,Prin. ,JULIA.KAISER@SLPS.ORG,23.0,192.0,0.0,192.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4920,False
1312,2009,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,223,212.0,170,,,,*,*,217,97.31,*,*,*,*,*,*,,,*,*,*,*,*,*,41,18.39,80.2,115115.0,St. Louis City ,4920.0,Building List,Hodgen Elem. ,1616 California,,St. Louis ,631042046.0,3147712539.0,3147712418.0,PK,6,Kaiser ,Julia ,,Ms.,17.0,Prin. ,JULIA.KAISER@SLPS.ORG,23.0,192.0,0.0,192.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4920,False
1313,2010,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,223,229.0,215,,,,*,*,217,97.31,*,*,*,*,*,*,,,*,*,5,2.24,*,*,33,14.8,93.9,115115.0,St. Louis City ,4920.0,Building List,Hodgen Elem. ,1616 California,,St. Louis ,631042046.0,3147712539.0,3147712418.0,PK,6,Kaiser ,Julia ,,Ms.,17.0,Prin. ,JULIA.KAISER@SLPS.ORG,23.0,192.0,0.0,192.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4920,False
1314,2011,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,244,259.0,244,,*,*,,,234,95.9,*,*,*,*,*,*,*,*,5,2.05,*,*,*,*,32,13.11,94.2,115115.0,St. Louis City ,4920.0,Building List,Hodgen Elem. ,1616 California,,St. Louis ,631042046.0,3147712539.0,3147712418.0,PK,6,Kaiser ,Julia ,,Ms.,17.0,Prin. ,JULIA.KAISER@SLPS.ORG,23.0,192.0,0.0,192.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4920,False
1315,2012,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,233,222.0,216,,*,*,,,222,95.28,*,*,*,*,*,*,*,*,5,2.15,9,3.86,*,*,41,17.6,97.3,115115.0,St. Louis City ,4920.0,Building List,Hodgen Elem. ,1616 California,,St. Louis ,631042046.0,3147712539.0,3147712418.0,PK,6,Kaiser ,Julia ,,Ms.,17.0,Prin. ,JULIA.KAISER@SLPS.ORG,23.0,192.0,0.0,192.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4920,False
1316,2013,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,257,246.0,232,,7,2.72,,,242,94.16,*,*,*,*,*,*,*,*,7,2.72,7,2.72,*,*,42,16.34,94.3,115115.0,St. Louis City ,4920.0,Building List,Hodgen Elem. ,1616 California,,St. Louis ,631042046.0,3147712539.0,3147712418.0,PK,6,Kaiser ,Julia ,,Ms.,17.0,Prin. ,JULIA.KAISER@SLPS.ORG,23.0,192.0,0.0,192.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4920,False
1317,2014,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,280,272.0,266,,5,1.79,,,269,96.07,*,*,*,*,*,*,*,*,*,*,7,2.5,*,*,48,17.14,97.8,115115.0,St. Louis City ,4920.0,Building List,Hodgen Elem. ,1616 California,,St. Louis ,631042046.0,3147712539.0,3147712418.0,PK,6,Kaiser ,Julia ,,Ms.,17.0,Prin. ,JULIA.KAISER@SLPS.ORG,23.0,192.0,0.0,192.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4920,False
1318,2015,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,269,274.0,*,,*,*,,,257,95.54,*,*,*,*,*,*,*,*,5,1.86,7,2.6,*,*,61,22.68,*,115115.0,St. Louis City ,4920.0,Building List,Hodgen Elem. ,1616 California,,St. Louis ,631042046.0,3147712539.0,3147712418.0,PK,6,Kaiser ,Julia ,,Ms.,17.0,Prin. ,JULIA.KAISER@SLPS.ORG,23.0,192.0,0.0,192.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4920,False
1319,2016,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,223,234.0,*,,*,*,,,217,97.31,*,*,*,*,*,*,*,*,5,2.24,*,*,*,*,42,18.83,*,115115.0,St. Louis City ,4920.0,Building List,Hodgen Elem. ,1616 California,,St. Louis ,631042046.0,3147712539.0,3147712418.0,PK,6,Kaiser ,Julia ,,Ms.,17.0,Prin. ,JULIA.KAISER@SLPS.ORG,23.0,192.0,0.0,192.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4920,False
1320,2017,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,203,201.0,*,,*,*,,,200,98.52,*,*,*,*,*,*,*,*,*,*,5,2.46,*,*,38,18.72,*,115115.0,St. Louis City ,4920.0,Building List,Hodgen Elem. ,1616 California,,St. Louis ,631042046.0,3147712539.0,3147712418.0,PK,6,Kaiser ,Julia ,,Ms.,17.0,Prin. ,JULIA.KAISER@SLPS.ORG,23.0,192.0,0.0,192.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4920,False
1321,2018,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,187,177.0,*,,*,*,,,184,98.4,*,*,*,*,*,*,*,*,*,*,6,3.21,*,*,37,19.79,*,115115.0,St. Louis City ,4920.0,Building List,Hodgen Elem. ,1616 California,,St. Louis ,631042046.0,3147712539.0,3147712418.0,PK,6,Kaiser ,Julia ,,Ms.,17.0,Prin. ,JULIA.KAISER@SLPS.ORG,23.0,192.0,0.0,192.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4920,False
1322,2019,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,198,203.0,*,,*,*,,,194,97.98,*,*,*,*,*,*,*,*,*,*,7,3.54,*,*,40,20.2,*,115115.0,St. Louis City ,4920.0,Building List,Hodgen Elem. ,1616 California,,St. Louis ,631042046.0,3147712539.0,3147712418.0,PK,6,Kaiser ,Julia ,,Ms.,17.0,Prin. ,JULIA.KAISER@SLPS.ORG,23.0,192.0,0.0,192.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4920,False
1323,2020,115115,ST. LOUIS CITY,4920,HODGEN ELEM.,S,SCHOOLWIDE,156,171.0,*,,*,*,,,147,94.23,*,*,*,*,*,*,*,*,*,*,6,3.85,*,*,35,22.44,*,115115.0,St. Louis City ,4920.0,Building List,Hodgen Elem. ,1616 California,,St. Louis ,631042046.0,3147712539.0,3147712418.0,PK,6,Kaiser ,Julia ,,Ms.,17.0,Prin. ,JULIA.KAISER@SLPS.ORG,23.0,192.0,0.0,192.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4920,False
1324,2012,115115,ST. LOUIS CITY,4960,HUMBOLDT ACAD OF HIGHER LRNING,, ,166,161.0,132,,*,*,,,139,83.73,*,*,*,*,*,*,*,*,24,14.46,*,*,*,*,29,17.47,82,115115.0,St. Louis City ,4960.0,Building List,Humboldt Acad Of Higher Lrning ,2516 S. 9th St.,,St. Louis,631040000.0,3149325720.0,,3,5,Russell ,Jacqueline ,,Ms.,29.0,Prin. ,JACQUELINE.RUSSELL@SLPS.ORG,17.0,170.0,0.0,170.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4960,False
1325,2013,115115,ST. LOUIS CITY,4960,HUMBOLDT ACAD OF HIGHER LRNING,S,SCHOOLWIDE,280,274.0,230,,*,*,,,243,86.79,6,2.14,*,*,*,*,*,*,29,10.36,7,2.5,*,*,45,16.07,83.9,115115.0,St. Louis City ,4960.0,Building List,Humboldt Acad Of Higher Lrning ,2516 S. 9th St.,,St. Louis,631040000.0,3149325720.0,,3,5,Russell ,Jacqueline ,,Ms.,29.0,Prin. ,JACQUELINE.RUSSELL@SLPS.ORG,17.0,170.0,0.0,170.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4960,False
1326,2014,115115,ST. LOUIS CITY,4960,HUMBOLDT ACAD OF HIGHER LRNING,S,SCHOOLWIDE,298,287.0,255,,*,*,,,266,89.26,5,1.68,*,*,*,*,*,*,25,8.39,7,2.35,*,*,57,19.13,88.9,115115.0,St. Louis City ,4960.0,Building List,Humboldt Acad Of Higher Lrning ,2516 S. 9th St.,,St. Louis,631040000.0,3149325720.0,,3,5,Russell ,Jacqueline ,,Ms.,29.0,Prin. ,JACQUELINE.RUSSELL@SLPS.ORG,17.0,170.0,0.0,170.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4960,False
1327,2015,115115,ST. LOUIS CITY,4960,HUMBOLDT ACAD OF HIGHER LRNING,S,SCHOOLWIDE,315,304.0,*,,*,*,,,292,92.7,*,*,*,*,*,*,*,*,18,5.71,6,1.9,*,*,66,20.95,*,115115.0,St. Louis City ,4960.0,Building List,Humboldt Acad Of Higher Lrning ,2516 S. 9th St.,,St. Louis,631040000.0,3149325720.0,,3,5,Russell ,Jacqueline ,,Ms.,29.0,Prin. ,JACQUELINE.RUSSELL@SLPS.ORG,17.0,170.0,0.0,170.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4960,False
1328,2016,115115,ST. LOUIS CITY,4960,HUMBOLDT ACAD OF HIGHER LRNING,S,SCHOOLWIDE,262,259.0,*,,*,*,,,244,93.13,*,*,*,*,*,*,*,*,14,5.34,5,1.91,*,*,52,19.85,*,115115.0,St. Louis City ,4960.0,Building List,Humboldt Acad Of Higher Lrning ,2516 S. 9th St.,,St. Louis,631040000.0,3149325720.0,,3,5,Russell ,Jacqueline ,,Ms.,29.0,Prin. ,JACQUELINE.RUSSELL@SLPS.ORG,17.0,170.0,0.0,170.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4960,False
1329,2017,115115,ST. LOUIS CITY,4960,HUMBOLDT ACAD OF HIGHER LRNING,S,SCHOOLWIDE,215,210.0,*,,*,*,,,198,92.09,*,*,*,*,*,*,*,*,13,6.05,*,*,*,*,48,22.33,*,115115.0,St. Louis City ,4960.0,Building List,Humboldt Acad Of Higher Lrning ,2516 S. 9th St.,,St. Louis,631040000.0,3149325720.0,,3,5,Russell ,Jacqueline ,,Ms.,29.0,Prin. ,JACQUELINE.RUSSELL@SLPS.ORG,17.0,170.0,0.0,170.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4960,False
1330,2018,115115,ST. LOUIS CITY,4960,HUMBOLDT ACAD OF HIGHER LRNING,S,SCHOOLWIDE,214,204.0,*,,*,*,,,198,92.52,*,*,*,*,*,*,*,*,14,6.54,*,*,*,*,38,17.76,*,115115.0,St. Louis City ,4960.0,Building List,Humboldt Acad Of Higher Lrning ,2516 S. 9th St.,,St. Louis,631040000.0,3149325720.0,,3,5,Russell ,Jacqueline ,,Ms.,29.0,Prin. ,JACQUELINE.RUSSELL@SLPS.ORG,17.0,170.0,0.0,170.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4960,False
1331,2019,115115,ST. LOUIS CITY,4960,HUMBOLDT ACAD OF HIGHER LRNING,S,SCHOOLWIDE,176,183.0,*,,*,*,,,166,94.32,*,*,*,*,*,*,*,*,10,5.68,*,*,*,*,37,21.02,*,115115.0,St. Louis City ,4960.0,Building List,Humboldt Acad Of Higher Lrning ,2516 S. 9th St.,,St. Louis,631040000.0,3149325720.0,,3,5,Russell ,Jacqueline ,,Ms.,29.0,Prin. ,JACQUELINE.RUSSELL@SLPS.ORG,17.0,170.0,0.0,170.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4960,False
1332,2020,115115,ST. LOUIS CITY,4960,HUMBOLDT ACAD OF HIGHER LRNING,S,SCHOOLWIDE,170,165.0,*,,*,*,,,161,94.71,*,*,*,*,*,*,*,*,9,5.29,*,*,*,*,40,23.53,*,115115.0,St. Louis City ,4960.0,Building List,Humboldt Acad Of Higher Lrning ,2516 S. 9th St.,,St. Louis,631040000.0,3149325720.0,,3,5,Russell ,Jacqueline ,,Ms.,29.0,Prin. ,JACQUELINE.RUSSELL@SLPS.ORG,17.0,170.0,0.0,170.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4960,False
1333,2016,115115,ST. LOUIS CITY,4970,NAHED CHAPMAN NEW AMERICAN ACA,, ,196,219.0,*,,28,14.29,,,99,50.51,42,21.43,*,*,*,*,*,*,27,13.78,*,*,*,*,*,*,*,115115.0,St. Louis City ,4970.0,Building List,Nahed Chapman New American Aca ,1530 South Grand,,St. Louis ,631040000.0,3147763285.0,3142441711.0, K,8,Conaway ,Nicole ,,Dr.,12.0,Principal,NICOLE.CONAWAY@SLPS.ORG,22.0,150.0,0.0,150.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4970,False
1334,2017,115115,ST. LOUIS CITY,4970,NAHED CHAPMAN NEW AMERICAN ACA,S,SCHOOLWIDE,308,366.0,*,,34,11.04,,,116,37.66,33,10.71,*,*,*,*,*,*,125,40.58,*,*,*,*,*,*,*,115115.0,St. Louis City ,4970.0,Building List,Nahed Chapman New American Aca ,1530 South Grand,,St. Louis ,631040000.0,3147763285.0,3142441711.0, K,8,Conaway ,Nicole ,,Dr.,12.0,Principal,NICOLE.CONAWAY@SLPS.ORG,22.0,150.0,0.0,150.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4970,False
1335,2018,115115,ST. LOUIS CITY,4970,NAHED CHAPMAN NEW AMERICAN ACA,S,SCHOOLWIDE,348,367.0,*,,31,8.91,,,130,37.36,45,12.93,*,*,*,*,*,*,142,40.8,*,*,*,*,8,2.3,*,115115.0,St. Louis City ,4970.0,Building List,Nahed Chapman New American Aca ,1530 South Grand,,St. Louis ,631040000.0,3147763285.0,3142441711.0, K,8,Conaway ,Nicole ,,Dr.,12.0,Principal,NICOLE.CONAWAY@SLPS.ORG,22.0,150.0,0.0,150.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4970,False
1336,2019,115115,ST. LOUIS CITY,4970,NAHED CHAPMAN NEW AMERICAN ACA,S,SCHOOLWIDE,207,190.0,*,,21,10.14,,,85,41.06,61,29.47,*,*,*,*,*,*,40,19.32,*,*,*,*,*,*,*,115115.0,St. Louis City ,4970.0,Building List,Nahed Chapman New American Aca ,1530 South Grand,,St. Louis ,631040000.0,3147763285.0,3142441711.0, K,8,Conaway ,Nicole ,,Dr.,12.0,Principal,NICOLE.CONAWAY@SLPS.ORG,22.0,150.0,0.0,150.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4970,False
1337,2020,115115,ST. LOUIS CITY,4970,NAHED CHAPMAN NEW AMERICAN ACA,S,SCHOOLWIDE,184,198.0,*,,23,12.5,,,37,20.11,111,60.33,*,*,*,*,*,*,13,7.07,*,*,*,*,*,*,*,115115.0,St. Louis City ,4970.0,Building List,Nahed Chapman New American Aca ,1530 South Grand,,St. Louis ,631040000.0,3147763285.0,3142441711.0, K,8,Conaway ,Nicole ,,Dr.,12.0,Principal,NICOLE.CONAWAY@SLPS.ORG,22.0,150.0,0.0,150.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4970,False
1338,2013,115115,ST. LOUIS CITY,4990,ACAD OF ENVT SCI/MATH ELEM ,S,SCHOOLWIDE,786,755.0,732,,*,*,,,767,97.58,6,0.76,*,*,*,*,*,*,9,1.15,*,*,*,*,31,3.94,97,115115.0,St. Louis City ,4990.0,Building List,George Washington Carver Elem ,3325 Bell,,St. Louis ,631060000.0,3149321464.0,, K,5,Clay ,Brandon ,,Mr.,10.0,Prin. ,BRANDON.CLAY@SLPS.ORG,15.0,134.0,0.0,134.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4990,False
1339,2014,115115,ST. LOUIS CITY,4990,ACAD OF ENVT SCI/MATH ELEM ,S,SCHOOLWIDE,505,467.0,457,,*,*,,,498,98.61,*,*,*,*,*,*,*,*,*,*,*,*,*,*,35,6.93,97.9,115115.0,St. Louis City ,4990.0,Building List,George Washington Carver Elem ,3325 Bell,,St. Louis ,631060000.0,3149321464.0,, K,5,Clay ,Brandon ,,Mr.,10.0,Prin. ,BRANDON.CLAY@SLPS.ORG,15.0,134.0,0.0,134.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4990,False
1340,2015,115115,ST. LOUIS CITY,4990,ACAD OF ENVT SCI/MATH ELEM,S,SCHOOLWIDE,328,307.0,*,,*,*,,,324,98.78,*,*,*,*,*,*,*,*,*,*,*,*,*,*,25,7.62,*,115115.0,St. Louis City ,4990.0,Building List,George Washington Carver Elem ,3325 Bell,,St. Louis ,631060000.0,3149321464.0,, K,5,Clay ,Brandon ,,Mr.,10.0,Prin. ,BRANDON.CLAY@SLPS.ORG,15.0,134.0,0.0,134.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4990,False
1341,2016,115115,ST. LOUIS CITY,4990,ACAD OF ENVT SCI/MATH ELEM,S,SCHOOLWIDE,261,260.0,*,,*,*,,,261,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,18,6.9,*,115115.0,St. Louis City ,4990.0,Building List,George Washington Carver Elem ,3325 Bell,,St. Louis ,631060000.0,3149321464.0,, K,5,Clay ,Brandon ,,Mr.,10.0,Prin. ,BRANDON.CLAY@SLPS.ORG,15.0,134.0,0.0,134.0,St. Louis City ,A,"66 , 76 , 77 , 78 , 79 , 80 , 81 , 82 , 83 , 84 , 91 , 93","4  , 5","01, 02",Y, , , , , ,115-115-4990,False
